Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion
520,C026,14,5,07-04-2023,4.43.51 AM,08-04-2023,8.21.40 AM,Mysore,Birthday
521,C062,33,5,04-02-2023,9.00.17 PM,08-02-2023,2.28.38 AM,Noida,Valentine's Day
522,C011,50,3,27-02-2023,9.04.28 PM,08-03-2023,1.34.50 AM,Avadi,Holi
523,C071,30,3,02-07-2023,1.37.08 PM,09-07-2023,3.38.36 PM,Muzaffarpur,Anniversary
524,C084,45,1,15-08-2023,1.54.54 PM,22-08-2023,12.29.47 PM,Jalandhar,Birthday
525,C033,16,2,02-03-2023,8.06.08 PM,11-03-2023,10.22.35 PM,Bhagalpur,Holi
526,C008,13,5,02-03-2023,6.06.20 AM,08-03-2023,1.35.05 AM,Bangalore,Holi
527,C036,33,3,11-02-2023,12.51.40 PM,19-02-2023,3.58.07 PM,Bardhaman,Valentine's Day
528,C001,27,3,27-08-2023,5.01.16 AM,30-08-2023,5.03.43 PM,Tirunelveli,Raksha Bandhan
529,C013,64,2,25-08-2023,3.47.28 PM,28-08-2023,2.05.18 PM,Madurai,Raksha Bandhan
530,C008,5,2,19-08-2023,10.45.21 AM,27-08-2023,12.23.56 AM,Delhi,All Occasions
531,C029,28,5,29-08-2023,1.32.08 PM,07-09-2023,8.43.11 AM,Dehradun,Raksha Bandhan
532,C036,30,5,02-09-2023,1.25.06 PM,10-09-2023,2.55.07 AM,Bharatpur,Anniversary
533,C006,14,3,18-04-2023,7.19.52 AM,20-04-2023,5.43.45 PM,Raurkela Industrial Township,Birthday
534,C061,31,2,27-11-2023,3.40.16 AM,04-12-2023,11.22.37 AM,Naihati,All Occasions
535,C017,25,3,08-07-2023,9.59.28 PM,11-07-2023,6.30.40 AM,Saharsa,Anniversary
536,C048,59,3,25-08-2023,3.14.52 PM,30-08-2023,11.13.10 AM,Kota,Raksha Bandhan
537,C064,42,3,17-10-2023,6.19.24 AM,25-10-2023,3.09.08 AM,Korba,All Occasions
538,C097,24,5,18-05-2023,1.09.06 PM,19-05-2023,10.36.16 PM,Ghaziabad,Birthday
539,C056,20,3,09-06-2023,3.39.18 PM,16-06-2023,2.17.05 PM,Jehanabad,Anniversary
540,C082,22,4,06-09-2023,7.07.35 PM,09-09-2023,1.26.00 AM,Morbi,All Occasions
541,C007,24,3,13-11-2023,5.51.09 AM,16-11-2023,10.56.34 PM,Sasaram,Birthday
542,C051,54,5,07-07-2023,7.41.20 PM,12-07-2023,9.52.12 AM,Satara,Anniversary
543,C023,51,4,12-02-2023,9.51.10 PM,17-02-2023,11.53.09 AM,Saharanpur,All Occasions
544,C030,29,2,01-03-2023,2.31.54 AM,11-03-2023,9.33.52 AM,Belgaum,Holi
545,C083,9,5,20-08-2023,1.54.52 AM,26-08-2023,8.07.19 AM,Ratlam,Raksha Bandhan
546,C064,25,3,02-02-2023,10.04.53 PM,11-02-2023,10.00.07 AM,Motihari,Anniversary
547,C088,30,5,10-01-2023,2.30.12 AM,19-01-2023,1.56.41 PM,Ahmedabad,Anniversary
548,C012,25,2,21-02-2023,12.32.50 PM,22-02-2023,7.47.44 PM,Gorakhpur,Anniversary
549,C021,64,1,22-08-2023,7.29.43 PM,01-09-2023,2.29.10 AM,Erode,Raksha Bandhan
550,C023,29,5,27-02-2023,7.28.12 PM,05-03-2023,5.03.39 PM,Bettiah,Holi
551,C088,67,1,19-04-2023,8.43.42 PM,23-04-2023,3.25.04 PM,Kurnool,Anniversary
552,C064,31,3,10-05-2023,6.59.31 PM,11-05-2023,5.09.07 PM,Tezpur,All Occasions
553,C084,39,2,22-08-2023,1.22.41 AM,26-08-2023,7.43.27 AM,Alwar,All Occasions
554,C045,29,4,28-02-2023,8.25.07 PM,03-03-2023,4.49.01 PM,Sangli-Miraj & Kupwad,Holi
555,C100,56,4,28-06-2023,12.05.43 PM,30-06-2023,5.58.12 PM,Ratlam,Anniversary
556,C073,17,1,13-12-2023,3.34.22 PM,21-12-2023,3.49.48 PM,Cuttack,Anniversary
557,C039,47,3,01-03-2023,3.00.42 AM,08-03-2023,2.10.39 AM,Kavali,Holi
558,C091,64,3,22-08-2023,12.42.58 AM,25-08-2023,12.24.52 AM,Muzaffarpur,Raksha Bandhan
559,C084,45,1,19-12-2023,4.37.11 PM,26-12-2023,6.35.43 PM,Mau,Birthday
560,C019,39,2,04-08-2023,12.52.20 PM,09-08-2023,9.50.53 AM,Avadi,All Occasions
561,C099,49,5,12-02-2023,12.24.35 PM,21-02-2023,5.23.34 PM,Ghaziabad,Valentine's Day
562,C066,24,4,09-08-2023,9.18.20 AM,16-08-2023,1.34.07 AM,Ranchi,Birthday
563,C077,58,5,11-02-2023,11.43.18 AM,19-02-2023,5.04.29 AM,Jorhat,Valentine's Day
564,C007,40,1,07-04-2023,12.40.20 AM,15-04-2023,6.06.57 AM,Gandhinagar,Anniversary
565,C011,50,3,06-03-2023,5.28.16 PM,14-03-2023,1.12.47 PM,Mehsana,Holi
566,C054,42,4,12-05-2023,12.48.03 PM,14-05-2023,8.36.32 PM,Patna,All Occasions
567,C090,66,1,06-03-2023,6.11.59 AM,15-03-2023,6.57.04 PM,Unnao,Holi
568,C056,10,1,29-06-2023,8.55.39 PM,08-07-2023,1.16.14 PM,Bhubaneswar,Birthday
569,C027,53,2,28-08-2023,2.00.43 PM,04-09-2023,5.56.22 PM,Purnia,Raksha Bandhan
570,C056,69,3,28-02-2023,11.25.04 AM,09-03-2023,12.53.55 AM,Satna,Holi
571,C046,6,1,28-02-2023,9.38.25 AM,09-03-2023,4.26.01 AM,Bhatpara,Holi
572,C060,25,5,04-06-2023,3.48.37 PM,10-06-2023,10.11.48 AM,Kamarhati,Anniversary
573,C040,3,5,08-02-2023,2.52.06 AM,14-02-2023,2.57.06 AM,Thane,Valentine's Day
574,C064,29,3,02-03-2023,11.57.06 PM,06-03-2023,9.45.12 PM,Kozhikode,Holi
575,C076,49,2,06-02-2023,1.24.32 PM,09-02-2023,2.55.08 PM,Kota,Valentine's Day
576,C074,53,4,20-08-2023,7.04.37 AM,26-08-2023,8.01.59 AM,Aurangabad,Raksha Bandhan
577,C008,20,4,28-10-2023,2.51.26 PM,05-11-2023,6.50.45 PM,Hazaribagh,Anniversary
578,C008,18,4,31-07-2023,6.27.40 PM,06-08-2023,4.43.25 PM,Warangal,Birthday
579,C092,29,2,07-03-2023,9.38.40 PM,14-03-2023,10.45.06 AM,Maheshtala,Holi
580,C093,24,4,16-06-2023,10.03.12 PM,20-06-2023,12.25.42 PM,Bhatpara,Birthday
581,C082,18,2,02-07-2023,2.08.23 AM,11-07-2023,2.56.59 PM,Anand,Birthday
582,C019,3,4,04-02-2023,6.30.31 PM,05-02-2023,7.16.41 PM,Latur,Valentine's Day
583,C025,56,4,18-09-2023,4.47.25 PM,22-09-2023,7.58.33 PM,Hosur,Anniversary
584,C089,34,2,23-08-2023,7.39.30 AM,27-08-2023,4.10.28 PM,Eluru,Raksha Bandhan
585,C013,63,5,26-04-2023,6.32.41 PM,01-05-2023,1.52.06 AM,Bhubaneswar,All Occasions
586,C068,64,5,27-08-2023,9.04.38 PM,04-09-2023,4.30.39 PM,Bilaspur,Raksha Bandhan
587,C018,43,1,02-11-2023,12.51.24 AM,03-11-2023,10.41.06 AM,Panchkula,Diwali
588,C056,49,5,04-02-2023,6.37.00 AM,05-02-2023,9.21.57 PM,Kishanganj,Valentine's Day
589,C093,40,3,09-12-2023,9.23.17 PM,19-12-2023,1.21.34 AM,Lucknow,Anniversary
590,C006,23,2,19-01-2023,9.36.21 PM,23-01-2023,5.53.50 AM,Durg,Anniversary
591,C002,31,3,06-07-2023,12.56.00 PM,14-07-2023,12.00.51 AM,Surat,All Occasions
592,C007,47,5,07-03-2023,3.27.03 AM,11-03-2023,9.41.23 PM,Phusro,Holi
593,C016,58,3,05-02-2023,5.30.40 PM,12-02-2023,9.34.03 AM,Bhilai,Valentine's Day
594,C060,20,2,26-05-2023,9.26.03 PM,01-06-2023,4.59.28 AM,Varanasi,Anniversary
595,C022,51,4,08-11-2023,1.49.19 PM,15-11-2023,4.06.31 AM,Dhanbad,All Occasions
596,C046,50,1,05-03-2023,2.57.41 PM,14-03-2023,5.58.44 PM,Tiruppur,Holi
597,C074,16,1,01-03-2023,1.05.53 AM,06-03-2023,2.49.44 AM,Pimpri-Chinchwad,Holi
598,C054,37,3,11-11-2023,2.51.23 AM,18-11-2023,9.53.27 PM,Ratlam,Diwali
599,C004,34,1,21-08-2023,7.32.24 PM,24-08-2023,12.13.52 PM,Naihati,Raksha Bandhan
600,C095,47,4,07-03-2023,9.24.39 PM,09-03-2023,3.17.19 PM,Shimla,Holi
601,C030,1,4,14-03-2023,2.37.47 AM,18-03-2023,3.37.12 AM,Raurkela Industrial Township,All Occasions
602,C042,43,5,02-11-2023,10.17.25 AM,11-11-2023,6.02.00 AM,Buxar,Diwali
603,C079,8,3,29-05-2023,5.23.57 AM,07-06-2023,3.14.45 PM,Tiruvottiyur,Anniversary
604,C069,39,3,31-01-2023,7.54.56 PM,03-02-2023,9.24.38 PM,Tadipatri,All Occasions
605,C068,45,2,21-12-2023,10.21.06 PM,25-12-2023,8.49.33 PM,Kakinada,Birthday
606,C047,3,5,08-02-2023,2.13.13 AM,17-02-2023,7.31.32 AM,Sambalpur,Valentine's Day
607,C028,50,3,03-03-2023,1.50.25 AM,05-03-2023,9.52.56 AM,Bidhannagar,Holi
608,C030,55,5,28-08-2023,8.30.15 PM,01-09-2023,7.14.20 AM,Etawah,Raksha Bandhan
609,C024,25,5,27-10-2023,11.08.56 AM,28-10-2023,11.46.55 PM,Hazaribagh,Anniversary
610,C068,5,3,03-01-2023,5.25.41 PM,05-01-2023,12.11.36 AM,Sirsa,All Occasions
611,C056,28,2,22-08-2023,9.17.50 PM,28-08-2023,3.27.30 AM,Latur,Raksha Bandhan
612,C075,26,1,02-03-2023,10.22.25 AM,08-03-2023,12.39.50 PM,Shivpuri,Holi
613,C063,4,5,10-11-2023,5.54.34 PM,14-11-2023,7.18.27 PM,Gwalior,Diwali
614,C089,26,1,03-03-2023,3.36.13 PM,07-03-2023,6.51.41 PM,Aizawl,Holi
615,C020,28,3,25-08-2023,9.11.09 PM,01-09-2023,6.10.16 AM,Allahabad,Raksha Bandhan
616,C006,44,5,08-11-2023,11.57.57 PM,12-11-2023,7.20.59 PM,Phagwara,Diwali
617,C083,22,1,19-02-2023,2.53.42 AM,28-02-2023,5.01.34 PM,Uluberia,All Occasions
618,C073,60,4,05-11-2023,4.09.13 PM,15-11-2023,5.21.36 PM,Lucknow,Diwali
619,C091,35,1,06-03-2023,7.18.46 AM,16-03-2023,3.17.33 AM,Patiala,Holi
620,C074,67,3,11-07-2023,10.23.01 PM,18-07-2023,1.24.50 AM,Chapra,Anniversary
621,C070,64,3,20-08-2023,7.17.03 AM,28-08-2023,1.32.49 AM,Ahmedabad,Raksha Bandhan
622,C084,4,4,08-11-2023,2.13.32 PM,09-11-2023,3.59.02 PM,Bhiwandi,Diwali
623,C045,37,2,08-11-2023,1.37.50 PM,18-11-2023,2.25.39 PM,Lucknow,Diwali
624,C024,53,5,29-08-2023,9.19.59 AM,01-09-2023,8.29.54 AM,Ambala,Raksha Bandhan
625,C089,63,5,23-02-2023,9.15.42 PM,04-03-2023,2.46.06 AM,Belgaum,All Occasions
626,C024,40,5,23-09-2023,3.12.58 PM,27-09-2023,8.14.22 AM,Bellary,Anniversary
627,C024,51,4,05-02-2023,4.30.25 AM,08-02-2023,11.38.12 PM,Sirsa,All Occasions
628,C061,11,5,10-02-2023,9.50.27 PM,13-02-2023,9.07.46 PM,Ongole,Valentine's Day
629,C032,28,5,27-08-2023,9.09.01 AM,04-09-2023,3.31.23 PM,Sangli-Miraj & Kupwad,Raksha Bandhan
630,C071,67,3,21-02-2023,9.37.47 PM,01-03-2023,6.53.08 PM,Karimnagar,Anniversary
631,C044,32,4,13-04-2023,9.41.50 PM,17-04-2023,3.45.03 AM,Gopalpur,Birthday
632,C075,51,1,11-07-2023,10.35.01 PM,12-07-2023,11.32.50 AM,Adoni,All Occasions
633,C031,52,5,10-02-2023,2.44.42 PM,15-02-2023,5.12.46 AM,Surat,Valentine's Day
634,C038,57,3,07-05-2023,6.36.16 AM,11-05-2023,1.43.49 PM,Fatehpur,Birthday
635,C095,67,1,12-11-2023,6.37.11 PM,22-11-2023,7.23.32 AM,Navi Mumbai,Anniversary
636,C067,53,2,25-08-2023,7.18.26 AM,02-09-2023,3.33.45 AM,Panipat,Raksha Bandhan
637,C056,51,3,12-03-2023,7.29.26 PM,20-03-2023,10.34.14 PM,Darbhanga,All Occasions
638,C060,39,1,23-04-2023,2.13.33 AM,27-04-2023,2.51.20 AM,Mira-Bhayandar,All Occasions
639,C098,24,1,26-05-2023,2.36.31 AM,31-05-2023,3.18.25 AM,Amaravati,Birthday
640,C089,59,3,23-08-2023,6.16.51 AM,31-08-2023,7.07.21 PM,Bathinda,Raksha Bandhan
641,C063,15,4,18-05-2023,11.59.56 PM,26-05-2023,7.14.55 PM,South Dumdum,Anniversary
642,C021,44,5,02-11-2023,5.26.04 AM,07-11-2023,12.29.51 AM,Kozhikode,Diwali
643,C063,35,2,26-02-2023,1.10.24 PM,06-03-2023,8.24.10 PM,Malda,Holi
644,C050,67,1,01-09-2023,2.54.36 PM,11-09-2023,11.21.18 AM,Parbhani,Anniversary
645,C033,50,3,27-02-2023,1.46.39 AM,28-02-2023,2.07.11 AM,Danapur,Holi
646,C015,38,5,13-05-2023,4.30.10 PM,23-05-2023,9.16.58 AM,Morbi,Birthday
647,C069,21,5,25-08-2023,5.00.25 PM,26-08-2023,1.29.04 AM,Anantapuram,Raksha Bandhan
648,C040,41,3,05-11-2023,7.06.16 PM,09-11-2023,8.25.00 AM,Chittoor,Diwali
649,C053,43,3,02-11-2023,3.05.41 AM,11-11-2023,8.55.15 AM,Naihati,Diwali
650,C077,32,3,23-02-2023,1.54.43 AM,02-03-2023,3.09.36 AM,Guwahati,Birthday
651,C017,11,4,13-02-2023,2.16.28 AM,19-02-2023,11.55.54 AM,Panihati,Valentine's Day
652,C032,21,2,28-08-2023,7.41.09 PM,03-09-2023,12.01.31 AM,Phagwara,Raksha Bandhan
653,C076,17,4,29-11-2023,1.38.07 PM,01-12-2023,5.52.11 AM,Bhilwara,Anniversary
654,C019,64,2,29-08-2023,4.53.15 AM,02-09-2023,12.41.13 AM,Jhansi,Raksha Bandhan
655,C015,17,1,08-11-2023,9.19.04 PM,17-11-2023,6.57.37 PM,Jalna,Anniversary
656,C032,68,2,05-02-2023,6.34.41 PM,06-02-2023,4.46.00 AM,Dehri,Valentine's Day
657,C055,13,3,03-03-2023,9.37.53 AM,08-03-2023,2.48.35 PM,Kochi,Holi
658,C061,21,3,22-08-2023,8.54.56 PM,31-08-2023,8.54.06 AM,Srikakulam,Raksha Bandhan
659,C048,19,5,05-02-2023,5.44.56 PM,12-02-2023,10.37.43 PM,Silchar,Valentine's Day
660,C053,58,3,11-02-2023,6.08.46 AM,21-02-2023,8.48.35 PM,Amravati,Valentine's Day
661,C018,22,2,14-01-2023,11.51.27 PM,19-01-2023,9.50.46 AM,Guwahati,All Occasions
662,C068,20,3,09-02-2023,6.29.52 PM,18-02-2023,8.27.53 AM,Hazaribagh,Anniversary
663,C094,15,2,11-10-2023,2.47.08 PM,12-10-2023,10.32.05 PM,Hosur,Anniversary
664,C023,24,2,18-01-2023,11.54.34 AM,28-01-2023,8.22.08 PM,Hajipur,Birthday
665,C060,62,5,05-03-2023,2.23.22 PM,15-03-2023,3.54.03 PM,Akola,Holi
666,C032,26,5,02-03-2023,9.41.06 AM,08-03-2023,7.28.15 PM,Jammu,Holi
667,C052,44,3,04-11-2023,8.26.58 AM,07-11-2023,10.30.59 AM,Alwar,Diwali
668,C009,55,2,21-08-2023,10.09.53 AM,30-08-2023,4.32.49 PM,Ajmer,Raksha Bandhan
669,C035,68,5,10-02-2023,7.11.50 AM,17-02-2023,9.56.42 AM,Ludhiana,Valentine's Day
670,C057,23,5,01-06-2023,5.47.59 AM,10-06-2023,5.09.00 AM,Bhopal,Anniversary
671,C059,31,4,03-12-2023,6.54.18 AM,07-12-2023,11.16.19 PM,Karnal,All Occasions
672,C049,44,5,07-11-2023,2.06.15 PM,09-11-2023,6.46.37 AM,Saharanpur,Diwali
673,C008,33,3,04-02-2023,5.54.49 AM,07-02-2023,4.25.38 AM,Gaya,Valentine's Day
674,C065,68,2,07-02-2023,9.41.25 AM,16-02-2023,11.40.25 PM,Chennai,Valentine's Day
675,C052,13,4,28-02-2023,8.04.46 AM,09-03-2023,11.52.12 PM,Pali,Holi
676,C038,46,4,18-02-2023,12.42.24 PM,20-02-2023,8.52.32 PM,Kanpur,Anniversary
677,C045,37,5,04-11-2023,7.54.01 AM,14-11-2023,5.32.35 AM,Panihati,Diwali
678,C020,31,5,10-09-2023,2.23.59 PM,20-09-2023,10.13.07 AM,Jalna,All Occasions
679,C019,56,2,05-10-2023,5.29.19 PM,14-10-2023,12.58.06 PM,Durg,Anniversary
680,C018,56,1,02-12-2023,10.20.31 PM,08-12-2023,2.33.10 AM,Avadi,Anniversary
681,C098,23,5,29-01-2023,10.08.06 AM,05-02-2023,12.01.28 PM,Nashik,Anniversary
682,C054,50,5,26-02-2023,7.31.16 AM,05-03-2023,11.32.33 AM,Hyderabad,Holi
683,C024,27,3,23-08-2023,9.26.58 PM,30-08-2023,7.25.08 PM,Surendranagar Dudhrej,Raksha Bandhan
684,C029,70,3,17-09-2023,1.33.50 AM,25-09-2023,2.44.39 AM,Tumkur,Birthday
685,C054,22,1,01-09-2023,9.04.40 PM,11-09-2023,8.30.45 AM,Sikar,All Occasions
686,C026,50,1,01-03-2023,4.29.38 PM,11-03-2023,9.37.59 PM,Bardhaman,Holi
687,C098,8,5,15-03-2023,5.57.15 PM,19-03-2023,4.50.54 AM,Raichur,Anniversary
688,C015,54,2,28-01-2023,7.02.07 PM,30-01-2023,1.51.22 PM,Lucknow,Anniversary
689,C046,66,4,02-03-2023,5.52.42 AM,07-03-2023,11.00.27 AM,Silchar,Holi
690,C083,48,2,02-11-2023,9.13.25 PM,05-11-2023,9.32.48 PM,Jaunpur,Diwali
691,C002,48,5,06-11-2023,5.22.43 AM,10-11-2023,11.08.26 AM,Naihati,Diwali
692,C035,15,2,11-08-2023,7.04.55 AM,18-08-2023,6.44.37 AM,Tiruppur,Anniversary
693,C041,4,5,04-11-2023,11.48.55 PM,07-11-2023,5.31.27 AM,Ghaziabad,Diwali
694,C018,23,2,15-04-2023,7.26.27 PM,21-04-2023,4.58.51 PM,Kozhikode,Anniversary
695,C046,23,4,05-03-2023,4.36.52 PM,14-03-2023,5.01.44 PM,Imphal,Anniversary
696,C046,13,3,07-03-2023,2.42.21 AM,14-03-2023,3.08.45 PM,Rajpur Sonarpur,Holi
697,C026,66,1,03-03-2023,2.20.25 PM,07-03-2023,3.14.20 PM,Ichalkaranji,Holi
698,C060,64,3,29-08-2023,8.44.11 PM,06-09-2023,3.00.13 PM,Ozhukarai,Raksha Bandhan
699,C011,1,4,02-06-2023,12.14.44 PM,09-06-2023,11.09.03 PM,Chittoor,All Occasions
700,C006,6,1,04-03-2023,6.17.57 PM,09-03-2023,1.43.07 PM,Gwalior,Holi
701,C080,41,5,07-11-2023,10.57.34 AM,11-11-2023,4.56.26 AM,Tezpur,Diwali
702,C067,60,1,10-11-2023,8.44.24 AM,18-11-2023,6.26.10 AM,Giridih,Diwali
703,C070,53,4,23-08-2023,4.19.39 PM,01-09-2023,6.12.05 AM,Khammam,Raksha Bandhan
704,C061,55,4,29-08-2023,2.27.10 AM,30-08-2023,1.36.34 PM,Jalgaon,Raksha Bandhan
705,C004,7,1,05-03-2023,6.18.01 PM,14-03-2023,5.57.09 PM,Pimpri-Chinchwad,Holi
706,C091,67,2,26-04-2023,5.35.11 AM,04-05-2023,1.13.10 PM,Madurai,Anniversary
707,C036,70,4,03-02-2023,6.17.26 AM,12-02-2023,1.04.19 AM,Tirunelveli,Birthday
708,C002,62,3,03-03-2023,10.59.15 AM,12-03-2023,5.05.35 AM,Ozhukarai,Holi
709,C016,53,5,29-08-2023,4.38.05 AM,07-09-2023,5.29.15 PM,Kolkata,Raksha Bandhan
710,C087,54,5,22-05-2023,1.33.03 AM,29-05-2023,1.43.52 AM,Jalna,Anniversary
711,C093,68,3,04-02-2023,5.15.28 PM,06-02-2023,2.50.53 PM,Tiruppur,Valentine's Day
712,C057,65,5,11-07-2023,1.00.12 PM,13-07-2023,6.34.57 AM,Hazaribagh,All Occasions
713,C081,37,3,08-11-2023,11.24.22 PM,15-11-2023,10.51.21 PM,Tiruppur,Diwali
714,C053,63,2,01-06-2023,7.28.09 PM,03-06-2023,7.54.01 AM,Dhule,All Occasions
715,C069,38,4,14-04-2023,5.16.43 AM,21-04-2023,4.39.31 PM,Tenali,Birthday
716,C076,40,3,19-08-2023,11.18.12 PM,26-08-2023,1.39.58 AM,Berhampore,Anniversary
717,C059,67,5,25-06-2023,6.18.32 AM,26-06-2023,11.20.48 PM,Yamunanagar,Anniversary
718,C028,49,1,09-02-2023,5.13.35 AM,13-02-2023,6.22.05 AM,Jabalpur,Valentine's Day
719,C092,57,3,12-07-2023,7.44.51 AM,19-07-2023,1.51.24 AM,Phagwara,Birthday
720,C045,22,5,15-12-2023,2.42.41 PM,20-12-2023,6.07.08 AM,Vellore,All Occasions
721,C022,3,5,07-02-2023,3.28.21 AM,17-02-2023,6.28.02 PM,Vasai-Virar,Valentine's Day
722,C044,13,5,02-03-2023,5.30.25 PM,08-03-2023,8.06.58 AM,Mathura,Holi
723,C045,14,3,04-02-2023,6.00.57 PM,05-02-2023,12.57.28 AM,Mau,Birthday
724,C059,51,1,08-04-2023,11.02.18 PM,16-04-2023,8.00.19 AM,Pallavaram,All Occasions
725,C035,35,3,06-03-2023,11.23.18 PM,11-03-2023,8.03.47 PM,Kishanganj,Holi
726,C044,34,2,21-08-2023,7.10.31 PM,31-08-2023,6.54.28 PM,Hindupur,Raksha Bandhan
727,C061,12,5,18-11-2023,1.37.03 AM,22-11-2023,4.22.32 PM,Anand,Anniversary
728,C073,52,2,08-02-2023,1.45.46 PM,11-02-2023,4.07.16 PM,Panchkula,Valentine's Day
729,C030,17,1,23-02-2023,6.19.53 PM,25-02-2023,11.51.19 AM,Kollam,Anniversary
730,C097,59,1,22-08-2023,2.04.03 AM,25-08-2023,10.39.30 PM,Sangli-Miraj & Kupwad,Raksha Bandhan
731,C083,59,5,25-08-2023,12.01.20 PM,02-09-2023,11.02.31 AM,Bulandshahr,Raksha Bandhan
732,C087,1,2,16-10-2023,4.47.12 PM,21-10-2023,6.56.15 PM,Bongaigaon,All Occasions
733,C060,32,3,01-04-2023,12.51.37 AM,03-04-2023,2.26.43 AM,Ludhiana,Birthday
734,C008,49,3,11-02-2023,11.44.37 AM,14-02-2023,9.06.06 AM,Morena,Valentine's Day
735,C037,56,1,02-02-2023,7.22.26 AM,04-02-2023,5.57.58 AM,Nandyal,Anniversary
736,C008,70,5,02-05-2023,3.47.04 AM,11-05-2023,4.38.44 AM,Ghaziabad,Birthday
737,C068,46,5,14-09-2023,7.35.50 AM,17-09-2023,1.37.05 PM,Bhilwara,Anniversary
738,C098,16,5,03-03-2023,4.23.38 PM,09-03-2023,1.36.32 AM,Maheshtala,Holi
739,C094,24,5,30-01-2023,9.43.50 AM,03-02-2023,10.33.33 AM,Berhampur,Birthday
740,C004,56,4,07-11-2023,4.11.58 PM,12-11-2023,10.07.51 AM,Silchar,Anniversary
741,C072,53,5,23-08-2023,12.47.09 PM,01-09-2023,9.37.19 PM,Siwan,Raksha Bandhan
742,C089,53,5,24-08-2023,7.50.07 PM,26-08-2023,3.58.06 PM,Panchkula,Raksha Bandhan
743,C045,4,2,09-11-2023,1.28.07 PM,13-11-2023,1.16.24 AM,Tiruppur,Diwali
744,C023,45,4,13-10-2023,5.53.21 PM,14-10-2023,8.02.05 AM,Junagadh,Birthday
745,C052,44,1,07-11-2023,9.12.26 AM,09-11-2023,12.30.04 AM,Kolkata,Diwali
746,C051,35,2,02-03-2023,5.23.29 AM,06-03-2023,6.24.41 AM,Parbhani,Holi
747,C009,6,4,06-03-2023,3.43.24 AM,11-03-2023,4.38.35 PM,Dhanbad,Holi
748,C079,26,1,06-03-2023,11.13.52 AM,07-03-2023,8.26.40 PM,Tenali,Holi
749,C099,12,2,19-06-2023,1.13.17 PM,24-06-2023,3.37.13 AM,Nanded,Anniversary
750,C022,19,3,08-02-2023,9.22.41 AM,14-02-2023,10.24.42 PM,Chapra,Valentine's Day
751,C084,23,5,10-04-2023,7.12.34 AM,15-04-2023,1.52.34 AM,Gandhidham,Anniversary
752,C034,3,5,10-02-2023,11.38.01 AM,12-02-2023,10.35.58 AM,Bally,Valentine's Day
753,C045,60,1,06-11-2023,6.55.38 AM,12-11-2023,4.49.01 AM,Tinsukia,Diwali
754,C083,51,2,01-11-2023,8.40.33 PM,08-11-2023,10.13.13 PM,Pimpri-Chinchwad,All Occasions
755,C037,6,5,27-02-2023,4.33.26 PM,06-03-2023,2.16.52 AM,Aurangabad,Holi
756,C034,51,4,29-07-2023,6.25.27 PM,03-08-2023,9.56.02 AM,Buxar,All Occasions
757,C001,2,3,12-02-2023,10.23.53 AM,20-02-2023,4.40.28 AM,Shivpuri,Valentine's Day
758,C043,40,5,16-10-2023,9.12.26 AM,20-10-2023,3.46.58 AM,Ajmer,Anniversary
759,C084,48,5,02-11-2023,6.12.14 AM,11-11-2023,6.06.56 AM,Bathinda,Diwali
760,C043,18,1,19-09-2023,2.28.05 AM,21-09-2023,1.29.38 PM,Ghaziabad,Birthday
761,C008,24,5,18-04-2023,3.25.13 AM,25-04-2023,11.53.46 AM,Ambala,Birthday
762,C064,50,1,26-02-2023,10.11.19 AM,01-03-2023,3.56.20 AM,Bangalore,Holi
763,C070,29,4,02-03-2023,3.22.09 PM,04-03-2023,4.30.07 AM,Nellore,Holi
764,C039,65,3,01-08-2023,7.59.36 PM,05-08-2023,9.24.36 AM,Berhampur,All Occasions
765,C055,41,2,03-11-2023,2.37.40 AM,06-11-2023,3.52.27 AM,Ambala,Diwali
766,C077,1,4,02-07-2023,4.28.53 PM,07-07-2023,12.19.44 AM,Hospet,All Occasions
767,C077,13,2,03-03-2023,2.21.13 AM,04-03-2023,12.14.53 AM,Rohtak,Holi
768,C087,1,1,11-11-2023,6.37.41 PM,16-11-2023,12.19.42 PM,Howrah,All Occasions
769,C029,28,2,25-08-2023,9.37.39 AM,02-09-2023,8.10.20 PM,Ongole,Raksha Bandhan
770,C080,25,3,29-05-2023,12.20.57 AM,07-06-2023,9.39.12 AM,Pallavaram,Anniversary
771,C056,9,2,26-08-2023,5.00.07 PM,01-09-2023,10.54.16 AM,Vijayanagaram,Raksha Bandhan
772,C085,35,5,01-03-2023,5.03.06 AM,04-03-2023,8.20.05 AM,Machilipatnam,Holi
773,C031,39,4,07-01-2023,2.11.24 AM,13-01-2023,11.47.54 PM,Karaikudi,All Occasions
774,C051,65,5,17-06-2023,9.28.21 PM,27-06-2023,3.01.20 AM,Begusarai,All Occasions
775,C077,45,1,19-02-2023,3.48.10 AM,24-02-2023,11.31.47 PM,Anand,Birthday
776,C051,43,1,09-11-2023,7.28.54 AM,12-11-2023,9.39.04 PM,Alwar,Diwali
777,C016,70,3,24-02-2023,3.33.57 PM,27-02-2023,11.29.39 AM,Bhusawal,Birthday
778,C033,61,4,10-05-2023,3.58.40 AM,13-05-2023,11.57.17 AM,Raebareli,Anniversary
779,C052,3,1,06-02-2023,6.26.37 AM,08-02-2023,2.51.51 AM,Durgapur,Valentine's Day
